image_path,description,label,label_idx
dataset\train\images\0e8c4b90-36d4-4b8c-a134-88c344e97ac2___RS_HL-5721_JPG.rf.0c7c57a1ab73fc2d8088310e183c3e22.jpg,листья без пятен и налета,healthy,3
dataset\train\images\0e8c4b90-36d4-4b8c-a134-88c344e97ac2___RS_HL-5721_JPG.rf.6e4c0b2a30ab0af6c602b418c6be076a.jpg,зеленый лист,healthy,3
dataset\train\images\0e8c4b90-36d4-4b8c-a134-88c344e97ac2___RS_HL-5721_JPG.rf.8da5a6ea6566d2827b9b1e9240472eaf.jpg,листья без пятен и налета,healthy,3
dataset\train\images\0ebea6f4-08e4-4380-86f8-34d854697e32___JR_FrgE_S-2877_JPG.rf.11756a2d450829f0f9bdd5bf052bc0e7.jpg,"Чёрные отметины, распространяющиеся по листу",black_rot,2
dataset\train\images\0ebea6f4-08e4-4380-86f8-34d854697e32___JR_FrgE_S-2877_JPG.rf.89f6360c0b2409dd7ed853c94e7805d0.jpg,"Чёрные отметины, распространяющиеся по листу",black_rot,2
dataset\train\images\0ebea6f4-08e4-4380-86f8-34d854697e32___JR_FrgE_S-2877_JPG.rf.a8bf223421d543b2a35554c7e38949b3.jpg,Жёлтая кайма вокруг тёмных поражённых участков,black_rot,2
dataset\train\images\0eeeccc7-f3fb-4b7a-90ec-750fbf10f7e6___RS_HL-6249_JPG.rf.02f51474cdb283a886802383def97c59.jpg,листья без пятен и налета,healthy,3
dataset\train\images\0eeeccc7-f3fb-4b7a-90ec-750fbf10f7e6___RS_HL-6249_JPG.rf.2aeab84112912aea635a28ce4aad4ab7.jpg,лист без повреждений,healthy,3
dataset\train\images\0eeeccc7-f3fb-4b7a-90ec-750fbf10f7e6___RS_HL-6249_JPG.rf.379b2f80a08cb36edc79c89514b5472a.jpg,лист без повреждений,healthy,3
dataset\train\images\0f243024-b1fa-4f96-ac7e-ecaf6dc5bc37___RS_LB-4925-_JPG.rf.45b7133be3c854d20561917c1d15aa17.jpg,Коричнево-чёрные пятна с расплывчатыми границами,Late_blight,1
dataset\train\images\0f243024-b1fa-4f96-ac7e-ecaf6dc5bc37___RS_LB-4925-_JPG.rf.6c1fde1077eb4b8fd9fdff25c3fb048e.jpg,"Плесневой налёт, окружающий коричневые участки",Late_blight,1
dataset\train\images\0f243024-b1fa-4f96-ac7e-ecaf6dc5bc37___RS_LB-4925-_JPG.rf.8b62b9f7b5849808b7fcc3db4f92070f.jpg,Тёмные пятна с серовато-зелёным ореолом,Late_blight,1
dataset\train\images\0f33804a-5389-49cc-abb1-c414b243991b___RS_HL-7321_JPG.rf.3f19b46ac097f5976827f96dd5a094ad.jpg,листья без признаков болезни,healthy,3
dataset\train\images\0f33804a-5389-49cc-abb1-c414b243991b___RS_HL-7321_JPG.rf.8bd27d2a985d3ffc36de93ba33d40ca4.jpg,листья без пятен и налета,healthy,3
dataset\train\images\0f33804a-5389-49cc-abb1-c414b243991b___RS_HL-7321_JPG.rf.cc0d8d5b557fd5ddd4d33e61b0b6048c.jpg,равномерный зеленый цвет листа,healthy,3
dataset\train\images\0f3f66b4-b358-46e1-809d-5365b8e04c25___Rutg__Bact_S-2166-_JPG.rf.061d7c6d80d5a135e04c35997725ac15.jpg,Мелкие чёрные пятна с водянистой текстурой и неровными краями,Bacterial_spot,0
dataset\train\images\0f3f66b4-b358-46e1-809d-5365b8e04c25___Rutg__Bact_S-2166-_JPG.rf.3f6d7b62baadc894c8efa15f79d730f0.jpg,Мелкие чёрные пятна с водянистой текстурой и неровными краями,Bacterial_spot,0
dataset\train\images\0f3f66b4-b358-46e1-809d-5365b8e04c25___Rutg__Bact_S-2166-_JPG.rf.8ed770c86c1be807ecd3842b4dc7e177.jpg,Мелкие чёрные пятна с водянистой текстурой и неровными краями,Bacterial_spot,0
dataset\train\images\0f50da52-cb4a-4391-982a-d6cf9c9d9917___RS_LB-2581-_JPG.rf.43aea3132397e848b00adab95ec07d46.jpg,Коричнево-чёрные пятна с расплывчатыми границами,Late_blight,1
dataset\train\images\0f50da52-cb4a-4391-982a-d6cf9c9d9917___RS_LB-2581-_JPG.rf.5a1b338227d4a1e705b901dffd5532d3.jpg,"Плесневой налёт, окружающий коричневые участки",Late_blight,1
dataset\train\images\0f50da52-cb4a-4391-982a-d6cf9c9d9917___RS_LB-2581-_JPG.rf.9c1b209929ee820bdf4e5236036a4d0e.jpg,Листья с тёмными зонами и пушистым белым покрытием,Late_blight,1
dataset\train\images\0f56566e-6151-4ede-b10b-2b1f04f23659___RS_HL-7359_JPG.rf.caf95c70123149953187066f384ad57d.jpg,равномерный зеленый цвет листа,healthy,3
dataset\train\images\0f56566e-6151-4ede-b10b-2b1f04f23659___RS_HL-7359_JPG.rf.eb15b3779f6ddf1b682fc5f336b2b1dc.jpg,здоровые зеленые листья,healthy,3
dataset\train\images\0f56566e-6151-4ede-b10b-2b1f04f23659___RS_HL-7359_JPG.rf.f8e1be0147249fdc8a8f255cd7edd6f9.jpg,здоровые зеленые листья,healthy,3
dataset\train\images\0f6184c4-18d9-42c5-93d7-e9c4abe85560___RS_HL-7286_JPG.rf.12de70243e155b332746c1ac17b80a5a.jpg,равномерный зеленый цвет листа,healthy,3
dataset\train\images\0f6184c4-18d9-42c5-93d7-e9c4abe85560___RS_HL-7286_JPG.rf.6df5952c5c9ca107feaee982bd5ba2ef.jpg,листья без признаков болезни,healthy,3
dataset\train\images\0f6184c4-18d9-42c5-93d7-e9c4abe85560___RS_HL-7286_JPG.rf.f17a45211567e3030cf1843783de1527.jpg,равномерный зеленый цвет листа,healthy,3
dataset\train\images\0f78db5b-0775-4132-b7d6-6a5eb5f4682a___RS_HL-6006_JPG.rf.53ba56a86448568f6e82d14f7cfdf765.jpg,здоровые зеленые листья,healthy,3
dataset\train\images\0f78db5b-0775-4132-b7d6-6a5eb5f4682a___RS_HL-6006_JPG.rf.9a5f9dd7770a157b1f9826a3f85749de.jpg,равномерный зеленый цвет листа,healthy,3
dataset\train\images\0f78db5b-0775-4132-b7d6-6a5eb5f4682a___RS_HL-6006_JPG.rf.b592aedfa61fcf8c41cd8d5fe6560abd.jpg,листья без признаков болезни,healthy,3
dataset\train\images\0f824e18-3821-486c-81a1-f1f64cf6e767___RS_LB-4894-_JPG.rf.174b6e0dc2d9ca731a1f0c500beb1572.jpg,Поражения с бледно-зелёной зоной вокруг пятен,Late_blight,1
dataset\train\images\0f824e18-3821-486c-81a1-f1f64cf6e767___RS_LB-4894-_JPG.rf.5394d49fa80dbf05914eaccbef0f95f6.jpg,Тёмные пятна с серовато-зелёным ореолом,Late_blight,1
dataset\train\images\0f824e18-3821-486c-81a1-f1f64cf6e767___RS_LB-4894-_JPG.rf.609af51709a0a5562151ac821b255fd3.jpg,Коричнево-чёрные пятна с расплывчатыми границами,Late_blight,1
dataset\train\images\0fe7786d-0e2f-4705-839d-898f1d9214b0___RS_LB-2836-_JPG.rf.43803f88a06203fd4c8016eab5792b35.jpg,Листья с тёмными зонами и пушистым белым покрытием,Late_blight,1
dataset\train\images\0fe7786d-0e2f-4705-839d-898f1d9214b0___RS_LB-2836-_JPG.rf.cc69898f4c0aa88660d19e7cd8652a8c.jpg,Поражения с бледно-зелёной зоной вокруг пятен,Late_blight,1
dataset\train\images\0fe7786d-0e2f-4705-839d-898f1d9214b0___RS_LB-2836-_JPG.rf.d70fcb79f4af54f9a1c1e9d2c5891314.jpg,Листья с тёмными зонами и пушистым белым покрытием,Late_blight,1
dataset\train\images\0fef497f-8fc7-45ee-ad1c-f4e9237fdaf4___RS_HL-7283_JPG.rf.308f7f444558cb892f9af9220cb25d42.jpg,листья без признаков болезни,healthy,3
dataset\train\images\0fef497f-8fc7-45ee-ad1c-f4e9237fdaf4___RS_HL-7283_JPG.rf.72c3cafdbe83ba4c7bfb532f5aa69210.jpg,лист без повреждений,healthy,3
dataset\train\images\0fef497f-8fc7-45ee-ad1c-f4e9237fdaf4___RS_HL-7283_JPG.rf.b583afbb7ed5cb9aad92ca5284b7758d.jpg,листья без пятен и налета,healthy,3
dataset\train\images\10f41035-20e2-4037-96b6-474ce343d6c2___RS_LB-2725_JPG.rf.0cf2648a5c4a93a98f7e2b0286add6b8.jpg,Тёмные пятна с серовато-зелёным ореолом,Late_blight,1
dataset\train\images\10f41035-20e2-4037-96b6-474ce343d6c2___RS_LB-2725_JPG.rf.73a9a76c99361795ef35f574bc839dce.jpg,Коричнево-чёрные пятна с расплывчатыми границами,Late_blight,1
dataset\train\images\10f41035-20e2-4037-96b6-474ce343d6c2___RS_LB-2725_JPG.rf.fa9af27649fd179c92b7ac7f889d4590.jpg,Коричнево-чёрные пятна с расплывчатыми границами,Late_blight,1
dataset\train\images\11ea164f-6126-487c-bfcc-be18b1b62f7f___Rutg__Bact_S-2159_JPG.rf.78a8d71df9dc12e796bf6e950ff0b43b.jpg,"Мелкие пятна, напоминающие масляные капли",Bacterial_spot,0
dataset\train\images\11ea164f-6126-487c-bfcc-be18b1b62f7f___Rutg__Bact_S-2159_JPG.rf.83f6c24efa3c16ec4ecf790c5fd8cd60.jpg,"Маленькие водянистые пятна, темнеющие со временем",Bacterial_spot,0
dataset\train\images\11ea164f-6126-487c-bfcc-be18b1b62f7f___Rutg__Bact_S-2159_JPG.rf.d0ca26cef1a302b6401ffd4e54c80ecb.jpg,Небольшие тёмные поражения с жирной поверхностью,Bacterial_spot,0
dataset\train\images\12ce2ab1-14c4-4960-81d4-e6ae776510e9___RS_LB-2880_JPG.rf.56f28e1a42d879c9d2d54d69b5bcbae3.jpg,Тёмные пятна с серовато-зелёным ореолом,Late_blight,1
dataset\train\images\12ce2ab1-14c4-4960-81d4-e6ae776510e9___RS_LB-2880_JPG.rf.7bc7a8bd6f34bbb7dd30ce3e87729256.jpg,Тёмные пятна с серовато-зелёным ореолом,Late_blight,1
dataset\train\images\12ce2ab1-14c4-4960-81d4-e6ae776510e9___RS_LB-2880_JPG.rf.fa42bb37cd54198cbc1421a942538dc0.jpg,Белёсый налёт плесени на нижней стороне листьев,Late_blight,1
dataset\train\images\16b0b452-18c6-4c1e-a8d8-b26162e80127___Rutg__Bact_S-1158_JPG.rf.8c6b6d22ed922c67d6ac27b14d79f236.jpg,Коричневато-чёрные отметины с маслянистым блеском,Bacterial_spot,0
dataset\train\images\16b0b452-18c6-4c1e-a8d8-b26162e80127___Rutg__Bact_S-1158_JPG.rf.ad974d81b455026a045f46c35e64f8e9.jpg,Коричневато-чёрные отметины с маслянистым блеском,Bacterial_spot,0
dataset\train\images\16b0b452-18c6-4c1e-a8d8-b26162e80127___Rutg__Bact_S-1158_JPG.rf.c8f1b4a960a59d02e1126b742929bb6b.jpg,Коричневато-чёрные отметины с маслянистым блеском,Bacterial_spot,0
dataset\train\images\16dafd55-385c-414e-8e54-d7424b8e508f___Rutg__Bact_S-1835_JPG.rf.0e21e1d11a65a3c97010f6fd4d647a0d.jpg,"Маленькие водянистые пятна, темнеющие со временем",Bacterial_spot,0
dataset\train\images\16dafd55-385c-414e-8e54-d7424b8e508f___Rutg__Bact_S-1835_JPG.rf.43ba5597b509f943704def9de32cfbf0.jpg,Чёрные точки с влажным видом на листьях,Bacterial_spot,0
dataset\train\images\16dafd55-385c-414e-8e54-d7424b8e508f___Rutg__Bact_S-1835_JPG.rf.47114dabfa4b28148159a5fd95762c14.jpg,Небольшие тёмные поражения с жирной поверхностью,Bacterial_spot,0
dataset\train\images\16e37160-9dca-4110-a914-955304e7daf5___RS_LB-3033_JPG.rf.200a5581d97b5a11a7259dd5cd0b5d3b.jpg,Коричнево-чёрные пятна с расплывчатыми границами,Late_blight,1
dataset\train\images\16e37160-9dca-4110-a914-955304e7daf5___RS_LB-3033_JPG.rf.33db75a7a776612afa1ba5bd74a35961.jpg,Коричнево-чёрные пятна с расплывчатыми границами,Late_blight,1
dataset\train\images\16e37160-9dca-4110-a914-955304e7daf5___RS_LB-3033_JPG.rf.472a3cc6a9339037a8bc2a84724921a9.jpg,Поражения с бледно-зелёной зоной вокруг пятен,Late_blight,1
dataset\train\images\17a07992-ebb9-4368-8cb7-4af40d8ded08___RS_LB-3064_JPG.rf.692b8048d8924c1792fae9f62b8cd40b.jpg,Поражения с бледно-зелёной зоной вокруг пятен,Late_blight,1
dataset\train\images\17a07992-ebb9-4368-8cb7-4af40d8ded08___RS_LB-3064_JPG.rf.77ec9877fd90d01ead500d6e9b157d7f.jpg,"Плесневой налёт, окружающий коричневые участки",Late_blight,1
dataset\train\images\17a07992-ebb9-4368-8cb7-4af40d8ded08___RS_LB-3064_JPG.rf.d701bee468e9dd22ce529fed2b387240.jpg,Белёсый налёт плесени на нижней стороне листьев,Late_blight,1
dataset\train\images\17a083f1-5ba6-4f0c-917a-738b568f22ef___JR_FrgE_S-8612_270deg_JPG.rf.55ae5c200fb045ceed9a413009c6c054.jpg,Жёлтая кайма вокруг тёмных поражённых участков,black_rot,2
dataset\train\images\17a083f1-5ba6-4f0c-917a-738b568f22ef___JR_FrgE_S-8612_270deg_JPG.rf.79701058bd52b19f74bbf9f90e43e0fe.jpg,Тёмные пятна с неровными краями на поверхности листьев,black_rot,2
dataset\train\images\17a083f1-5ba6-4f0c-917a-738b568f22ef___JR_FrgE_S-8612_270deg_JPG.rf.81d25438df80b96915d57ca801708b9c.jpg,Листья с пожелтевшими краями и чёрными пятнами,black_rot,2
dataset\train\images\17ed933e-629f-4db2-b4f3-865f69d43589___RS_LB-2599_JPG.rf.28b9d3c946201e29ca5f7795599228df.jpg,Листья с тёмными зонами и пушистым белым покрытием,Late_blight,1
dataset\train\images\17ed933e-629f-4db2-b4f3-865f69d43589___RS_LB-2599_JPG.rf.67a27c7dd4dae2c488dfaa4f02dd8ad0.jpg,Тёмные пятна с серовато-зелёным ореолом,Late_blight,1
dataset\train\images\17ed933e-629f-4db2-b4f3-865f69d43589___RS_LB-2599_JPG.rf.d7136f05e6ec107b35b17bdbe41a4d02.jpg,Поражения с бледно-зелёной зоной вокруг пятен,Late_blight,1
dataset\train\images\17f8da33-18e6-454b-b9dc-a34c8dd52591___RS_LB-2945_JPG.rf.1cd254e33539f5c8ae6df4bf31150088.jpg,Тёмные пятна с серовато-зелёным ореолом,Late_blight,1
dataset\train\images\17f8da33-18e6-454b-b9dc-a34c8dd52591___RS_LB-2945_JPG.rf.7e1a1263847e8186f9ba697dc5cf76e5.jpg,Коричнево-чёрные пятна с расплывчатыми границами,Late_blight,1
dataset\train\images\17f8da33-18e6-454b-b9dc-a34c8dd52591___RS_LB-2945_JPG.rf.ae2c378d0e3f2548ccc584731b885b4f.jpg,Листья с тёмными зонами и пушистым белым покрытием,Late_blight,1
dataset\train\images\19aca6fe-882a-4ea2-907c-c3665660a983___Rutg__Bact_S-1450_JPG.rf.601c325a6c320f63ccc03230df20e040.jpg,"Мелкие пятна, напоминающие масляные капли",Bacterial_spot,0
dataset\train\images\19aca6fe-882a-4ea2-907c-c3665660a983___Rutg__Bact_S-1450_JPG.rf.aac35e3ac552dc2c43a9d62fb0aea60e.jpg,"Мелкие пятна, напоминающие масляные капли",Bacterial_spot,0
dataset\train\images\19aca6fe-882a-4ea2-907c-c3665660a983___Rutg__Bact_S-1450_JPG.rf.f0bdcb220433781ef5534b6df6b1ac1d.jpg,Чёрные точки с влажным видом на листьях,Bacterial_spot,0
dataset\train\images\19ea3d8c-73fd-4039-b8b6-8ffc4417d21a___Rutg__Bact_S-1481_JPG.rf.3798bd7b67ecfe49bbe372853ebdcf0c.jpg,"Мелкие пятна, напоминающие масляные капли",Bacterial_spot,0
dataset\train\images\19ea3d8c-73fd-4039-b8b6-8ffc4417d21a___Rutg__Bact_S-1481_JPG.rf.7b790b889ef100fd449eae7f33b846b9.jpg,Мелкие чёрные пятна с водянистой текстурой и неровными краями,Bacterial_spot,0
dataset\train\images\19ea3d8c-73fd-4039-b8b6-8ffc4417d21a___Rutg__Bact_S-1481_JPG.rf.c38e030cb9ebfb6f75ecb915957e9716.jpg,Мелкие чёрные пятна с водянистой текстурой и неровными краями,Bacterial_spot,0
dataset\train\images\1a0ddafd-c52e-4ea1-ab34-a302cdc27be1___RS_HL-5785_JPG.rf.23ba6a82e5ccef1ebe49d1c650e9dbca.jpg,лист без повреждений,healthy,3
dataset\train\images\1a0ddafd-c52e-4ea1-ab34-a302cdc27be1___RS_HL-5785_JPG.rf.8b5db7089ba7a30449b97b6e40de57d6.jpg,равномерный зеленый цвет листа,healthy,3
dataset\train\images\1a0ddafd-c52e-4ea1-ab34-a302cdc27be1___RS_HL-5785_JPG.rf.a49a62d2adc41764dfc33d25f9870d0f.jpg,равномерный зеленый цвет листа,healthy,3
dataset\train\images\1a2cbfac-55f7-4eb6-9dad-e25b3fdc0035___Rutg__Bact_S-1806-_JPG.rf.0d60f962d839351e4aee3cf03937cd25.jpg,Небольшие тёмные поражения с жирной поверхностью,Bacterial_spot,0
dataset\train\images\1a2cbfac-55f7-4eb6-9dad-e25b3fdc0035___Rutg__Bact_S-1806-_JPG.rf.1926abbcf3ecbffaad7d988aa80eea1f.jpg,"Мелкие пятна, напоминающие масляные капли",Bacterial_spot,0
dataset\train\images\1a2cbfac-55f7-4eb6-9dad-e25b3fdc0035___Rutg__Bact_S-1806-_JPG.rf.c52c67701a4a442b5bbcfcd52a87be68.jpg,"Маленькие водянистые пятна, темнеющие со временем",Bacterial_spot,0
dataset\train\images\1a674846-9d13-4a7f-ba03-8931c5dd3d2c___RS_LB-2768-_JPG.rf.04a65a6941bbecb86d15d8ff278c27c3.jpg,Поражения с бледно-зелёной зоной вокруг пятен,Late_blight,1
dataset\train\images\1a674846-9d13-4a7f-ba03-8931c5dd3d2c___RS_LB-2768-_JPG.rf.3eb9f37f437b7a447c7522b4a3d491f1.jpg,Тёмные пятна с серовато-зелёным ореолом,Late_blight,1
dataset\train\images\1a674846-9d13-4a7f-ba03-8931c5dd3d2c___RS_LB-2768-_JPG.rf.44b86dea7191919ef803c094e9bc2a27.jpg,Поражения с бледно-зелёной зоной вокруг пятен,Late_blight,1
dataset\train\images\1a68ab56-2000-4d7a-ad4a-88d300104b7d___RS_LB-2594-_JPG.rf.94230d32535b6a70685ec07947d0dd99.jpg,Листья с тёмными зонами и пушистым белым покрытием,Late_blight,1
dataset\train\images\1a68ab56-2000-4d7a-ad4a-88d300104b7d___RS_LB-2594-_JPG.rf.9a5221fa916498d20970a6661cb4a1b0.jpg,Тёмные пятна с серовато-зелёным ореолом,Late_blight,1
dataset\train\images\1a68ab56-2000-4d7a-ad4a-88d300104b7d___RS_LB-2594-_JPG.rf.f5df2e95527220a163ac7718af8b8dbd.jpg,Тёмные пятна с серовато-зелёным ореолом,Late_blight,1
dataset\train\images\1a74de65-4ef6-4f05-8f04-d9300279747f___Rutg__Bact_S-1339-_JPG.rf.15e2599eb233f450cfe992d72382e318.jpg,Чёрные точки с влажным видом на листьях,Bacterial_spot,0
